Label,Content
Interest,這週在教CPU如何運作，用了這麼久的電腦，第一次認真的去了解，他到底是怎麼運作的，覺得很有趣，雖然第一次聽沒有完全了解，下次上課會好好學習。
Interest,這禮拜的內容讓我感到很有趣，但是說真的我覺得蠻複雜的~原來光是記憶體就有那麼多的種類!!!，每次上課都讓我感受到我的專有名稱知識很缺乏，都要聽好幾分鐘之後才知道那是什麼，然後在老師解說的時候我就趕快抄下來名稱的意思!
Interest,本周上課時所教的內容資己從沒接觸過，但是對於上課的內容非常的有興趣，雖然有一小部分還未完全理解，不過整體上非常有興趣。
Interest,這周老師上課內容很有趣，講到了我一直很感興趣的雲端和許多有關雲端的趣事，雲端空間的出現真的帶給我們很多的便利，也因此讓我對於他是如何運作感到非常好奇。希望在之後的課程能夠更詳細的說明。這個禮拜的課程主角是各種3C用品中不可或缺的Cpu，雖然只有小小一顆，卻能解釋電腦指令以及處理電腦軟體中的資料，而它的發展歷史也不禁讓人感嘆科技進步得如此神速。
Interest,隨著課程的推進，學的東西也越來越接近現在了，從頭學起並了解現代的電腦是怎麼運作的是一件很有趣的事。
Interest,這次上課再次複習了上周學到的ALU 暫存器等CPU運作模式，加深了我的印象，也讓細節的部分更加了解。我從范紐曼型架構中學習到CPU與RAM之間的溝通與作用模式，對我來說相當有趣。
Interest,大致上了解了電腦的運作方式，覺得很有趣!!原來電腦在內部工作需要那麼多的繁雜過程，到現在才知道到底是如何運作~軟體硬體真的是對我們有很大的貢獻呢~~
Interest,這禮拜上課，老師找人上去介紹主機板，很有趣。
Interest,今天有同學介紹了cpu和iPhone，因為平常很少接觸這些東西，所以我還蠻有興趣的，也親眼看到了主機板的完整樣貌，我覺得超酷的
Interest,這次老師上的是有關網際網路的概論，我覺得相當有趣，因為很貼近生活，原來我們平常使用網路或電話溝通或傳輸，是透過這麼多的機制才能作動，以及介紹非常重要的TCP/IP通訊協定必須要好好讀懂
Interest,今天聽到要寫作業 心情就盪到谷底，不過下一堂課要講資訊安全 ，還蠻開心的 因為對資安還蠻有興趣的 ，一直想了解駭客到底如何侵入電腦
Interest,今天出了作業，希望能夠順利完成，對於學到的東西可以真的應用在生活，覺得非常有趣
Interest,今天上了許多課外內容，還蠻有趣的，謝謝老師。
Interest,終於講到網路安全了，一直對這方面很有興趣，期待能學到 很多
Interest,不錯好玩
Interest,今天教了封包的傳遞以及網路攻擊和加密，今天教的課程我還滿有興趣的~
Interest,喜歡在這個進度快的班，上課起來比較輕鬆還可以聽很多故事，讚
Interest,終於考完期中考啦，我覺得這星期的課比較貼近我們的生活，解密檔案和加密檔案這部分我特別有興趣，也讓我重視到網路安全的重要性，第一次寫資訊概論的作業希望一切都能夠很順利
Interest,初步認識這5種高階語言，且從課本上指令圖表大致了解5種的差異，使用上語法雖然不同但理論相同、用法類似，非常有趣
Interest,這次授課我覺得非常有趣，以幽默的方式對比五個高階語法，雖然感覺沒有老師比喻的那麼簡單，但也引起我的興趣，進而想去了解。
Interest,今天講到各種不同的程式語言，真的很有趣
Interest,高階語言真的是非常有趣的呢！利用接近人類言語可以跟電腦溝通，真的很方便，而且因為程式語言都有自己較擅長之處，而在這方面他們又能夠互補真的很方便！！
Interest,最近課程相對之前變的更具體，所以也比之前吸收和了解多一點，在高階程式語言裡，了解之間的差異，其實大同小異，僅有一些語法稍為不同，以前總覺得各種語言要從頭學起，但其實觀念都差不多，所以學的比較快了，也漸漸習慣上課節奏，對課程內容也較有興趣!
Interest,覺得有關程式語言的故事很有趣，希望老師能多講一些
Interest,今天在也講高階程式語言，我記得最深刻的一句話是，坐在馬桶上30分鐘就學會，我笑到快死掉
Interest,最近資訊概論在教不同的程式語言，我覺得滿有趣的，除了有寫過的c++，還有其他的語言，我發現其實不同語言其實大同小異。
Interest,最近在教各種程式語言，覺得很有趣~
Interest,圖靈機真的很有趣，是很聰明的發明
Interest,這周學到了圖寧機還有電子商務運作的過程，讓我十分感興趣。
Interest,電子商務等等的現在都靠的是大數據的進步，所有的東西都可以做結合，讓我了解到大數據的重要性，老師上課很有趣，希望考試不要太難
Interest,今天發派了很多作業，很多都是關於實作的內容，蠻有趣的
Interest,最近的課程與我們比較有關，有講到各大網購的平臺等等，所以上課也更有趣。希望之後的課也可以像這樣
Interest,我覺得圖林機的範例在運行很有趣。
Interest,上的課越來越有趣，因為老師開始講一些關於社會上身邊發生的問題，讓我的學習與生活更加貼近。
Gain,老師說的內容能理解的越來越多，但電路那邊還是有點不太了解
Gain,這周上課上到了有關電晶體，高電為低段位的東西。雖然對於內容還是糊的，但是回家看一夏應該可以理解吧!最近發現星期一都好想睡覺，這是星期一症候群嗎?每次上完課都會先去睡覺，到下捷克再去上課。哈哈哈希望能學好!!!!
Gain,老實說禮拜一上課的時候有點抓不太到重點，大概只接受到二分法造出樹狀圖會產生2^n的演算時間以及電腦的世界都來自於二進位制，竟然連一張精緻的圖像，放大數倍，裡面都存在著數不清的格子，而裡面的各個被調色出的顏色，也代表著各自不同的code。後來講到邏輯電路的時候，才明白原來就連AND，OR，NOT這種邏輯的東西，也能以這種方式被表達出來，實在是令我大開眼界。
Gain,上課可以學習的東西很少 老師一直在問“同學這樣有跟上我嗎” 然後課程有些內容是有誤的
Gain,這周所講述的硬體方面由於是第一次接觸到所以有點不太能理解，但我相信若能兼具軟硬體的知識必定能成為資訊界的有用人物，而且瞭解了硬體方面不只有助於電腦領域，同時也能往手機這方面發展，進而讓手機與電腦作結合研發程式
Gain,有點跟不上進度，要多多加油了
Gain,我覺得我聽得懂卻又好像聽不懂，什麼cpu ram好多我以前聽過又好像沒聽過
Gain,雖然這次對於上課內容不是很瞭解，但對硬體方面有個大概的方向，希望下一章可以扭轉局勢。
Gain,最近越來越覺得教授講課內容意義不大，有講的基本上都是英文字面上的意思，很多我本來就知道或者看字面意思就知道的東西，還可以講很久，而真正可能會有困難理解的東西，教授不太會講，都要自己花很多時間搞懂，上了課，最後還是自己把一頁一頁唸課本，所以感覺來上這個課有些浪費時間，下課問教授問題也是要理不理 甚至連學生問題都沒聽清楚就隨便回答打發
Gain,最近很累，力不從心，所以沒吸收很多。
Gain,還是不太能理解圖靈機的詳細運作過程，該如何把之前運算的值提出再運算，畢竟只能左移或右移，以及輸出究竟是看tape的最後結果，或是機器最後的狀態？
Gain,老師這兩天上的內容非常多也非常細，尤其是12章的turing machine對資訊時代的發展影響非常重大，老師雖然講解得很仔細很慢，但我聽得還是有點模糊，搞不太清楚turing machine的主要功能
Gain,雖然目前對電子商務一知半解，但相信之後會有更進一步的了解的
Gain,從開學到現在進度依舊大大落後，這陣子老師上課講了比較多例子，有時候會跟不太到，因為沒辦法直接查找課本，要在跟認真一點上課，自己太不專心了，
Gain,考卷難度沒有想像中難，並且難易適中，考完這張考卷之後，可以了解資概的方向，完全吸收課本裡的概念
Gain,經過本次的考試，讓我更了解資訊概論前三章的內容，以及考試大概的題目方向，更清楚瞭解以後考試的準備方法，對於原文書的閱讀更熟悉，能夠減少花費時間並更了解課程。
Gain,這週上課內容進入了硬體單元，教授教了我們如何設計電路，用淺顯易懂的說法讓我們了解5大步驟，另外也補充了很多課外內容，收穫良多。
Gain,今天講了很多軟體的重要性，以及提到了台灣的現況，例如HTC沒有認真研發軟體，最後賣掉一半的研發部門。相對的台積電就走在最前端，獨立生產Iphone的處理器。今天也了解到了很多電腦下棋遊戲的運作原理，如果在有限的時間，叫人跟電腦比下棋，真的很不公平，哈哈。不過電腦的下棋程式也頗複雜，特別是圍棋，可能性很多，很高深的學問!
Gain,聽到老師上課不斷強調未來很多產業都會被AI取代，我很慶幸自己在資工系，當然 希望自己可以在這個領域生存下去，老師的課不僅僅穰我學到課本上的知識，還能認識到一些這領域的現況
Gain,這次學到了bionary的不同分類法以及bit位元 積體電路的基本架構跟true false規則 非常有趣且學到很多
Gain,這次上課中的電晶體教學，更讓我了解硬體與軟體間的相互作用，軟體的訊息是怎麼用1與0讓硬體設備活動起來，雖然還是在基礎教學但是以後一定會更深入的探討，讓以後我們在設計軟體時能夠意識到硬體設備的運作。
Gain,這禮拜上到了二進位法，Boolean Logic，and Gates，了解到了二進為法對資訊領域的重要性，和對影像與聲音的處理，再來就是電晶體和運用Truth Table來畫出電路圖，讓我收穫良多
Gain,學到了硬體與軟體間的關係，解開了我多年的疑惑
Gain,This week we learn Transistor's function。I realize all message was turned into Binary and store in transistor。I feel enriched today。 
Gain,這次教的東西幾乎都有聽懂，不像之前都不太了解課程內容，也許是因為比較認真或者是一些專有名詞都聽得懂吧，總之這次的課程受益良多，期待下次教學。
Gain,今天學到了甚麼是電腦系統，原本還傻傻以為電腦系統只有電腦，經過教授指導才明白許多產品都是電腦系統組成的，也學到了很多新名詞像是pixer
Gain,這週講到硬體 電晶體 還有or and not nand這些 因為老師速度有放慢一些也很仔細講圖片解釋給我們聽 所以就比較好了解一些了 這週學到很多
Gain,老師舉例舉滿多的，而且滿生動好笑的，上課可以學到東西 但壓力不會很大
Gain,這週老師提到了之後大三會接觸到的記憶體RAMROM及快取記憶體方面的知識，這些記憶儲存系統都是在以後OS方面會著墨到許多，以及ALU在CPU當中的角色發揮到了什麼功用，主要的功能是進行二進制的算術，受益十分良多。
Gain,大致了解電腦內部的運作方式，對於之後的學習更有幫助了，知道原理後對於在學習與實作上遇到問題時，能夠有方向去做解決，獲益良多
Gain,經過這堂課程讓我更加地了解到電腦記憶體與電腦的關係，之中記憶體的演化以及對現代社會的協助讓社會變得更美好 也讓我對於計算機組織架構有更深入的了解
Gain,這周的上課內容講了電腦系統的構造，包括關於電腦的輸入和輸出，以及電腦資料的存放，使我受益良多。
Gain,經過這個禮拜的課程，讓我對電腦內部記憶體的部分有更深的了解，發現原來不是我們認為的那麼簡單，其實系統內部運作的過程是很複雜的，之後的課程希望能獲益良多
Gain,這周教了數位系統內部的構造，利用OR，NOT，AND閘就可以做出如此複雜又精密的系統，感覺非常令人省思，本周受益良多。
Gain,我覺得這堂課教的東西很重要，雖然資工系學的東西主要是軟體，但我覺得硬體和軟體是密不可分的，所以了解硬體基本的結構，這使我受益良多。
Gain,這星期的課程在教電晶體，如何縮減內容，讓空間變得更大，是現在人們在努力的一個方向，這堂課讓我收益很多，提早為未來做準備。
Gain,這次上課教了有關硬體的課程，硬體設備的好壞大大地影響了程式運作的快慢，所以我們也必須有所涉略，我覺得硬體跟軟體兼顧才稱得上是一個好的工程師，這堂課讓我受益良多。
Gain,上到現在，已經對資訊工程有了更清楚的認識，甚至下一章能開始了解CPU的構造，覺得非常神奇，也有了一些些成就感。但還是想建議老師能把點名單訂起來，真的會減少很多傳單子的時間哦~
Gain,今天上課進到了第5章，我們開始認真地探討CPU運作，從今天上課的內容我們可以知道，CPU是由許多的bit所組成，CPU就是我們所說的中央處理器，也是電腦的核心，他負責運算，是電腦很重要的一部分，第4章講到如何設計一個邏輯電路，再進入到第5章，有了第4章的基礎，讓我再聽第5章時有了一定的概念，所以上課必須認真聽講，課餘時間也要加緊複習，才能學好。
Gain,今天上課的內容是介紹電晶體和CPU。老師教我們如何計算電晶體的個數。我原本一開始的時候還不太理解。但是在經過老師的第二次講解，我終於理解了。之後只剩我自己要回家練習的部份了。
Gain,對電腦與硬體運作的原理更加了解了，以及硬體演進的發展過程也非常有趣。對硬體的規格更加的認識了，畢竟對自己使用的計算機還是要了解的。
Gain,開始講到CPU的部分了，感覺收穫很多，學到了很多邏輯電路，希望今天的課能學到更多東西
Gain,這週講到的cpu與記憶體，與我想像中的有點不同，讓我學到了不少理論上的知識。
Gain,這禮拜上課學到了甚麼是全加器，多工器，除此之外，還學到了常常聽到的RAM，ROM，以前完全不知道是什麼，但這次上課之後，終於明白這些專有名詞到底是用來做甚麼的，收穫到不少東西
Gain,今天發了上次考試的成績，跟我想像中的有些落差，而在上課時，我了解到了CPU的構造，不管是32bit或64bit的，都感覺好複雜，很難想像CPU那麼小顆，卻包含了這麼多東西，這堂課讓我獲益良多。
Gain,這個禮拜老師教了如何設計CPU的電路圖，以及電路圖內部結構功用的詳細說明。我從中學習到了CPU的重要信，以及CPU幫助人類太多了。同時我也學習到了位元的計算，和32位元與64位元的差別在哪，使我受益良多。
Gain,這次同時學習到布林邏輯運算、電晶體、CPU運作模式等內容，皆為相當新鮮的內容，高中的計算機概論並不會介紹如此仔細，能有機會上到這樣的課，對我自身獲益良多，同時對台灣高科技產業的發展有近一步的認同與了解。
Gain,這週上了電腦的運作方式，包含控制器、ALU、記憶體、快取等，更了解這些單元如何合作運作;還有講以前的系統軟體，知道歷史上的一些過去
Gain,這周上課老師讓我知道了記憶體的計算原來是這樣子來的，以前其實沒有太注意到，還有這次上道了摩爾定律的不準確，想必之後會有更好的定律來補足其中的不足
Gain,從課程中了解到machine language 內包含有， data transfer、arithmetic logic 以及 decision making 。control unit 主要有 fetch、 decode 和 execution，本週還介紹了OS，平行處理及人機介面。
Gain,了解硬體運作的基本概念，擷取、解碼、執行清楚的完成一個指令，上完後比較能在腦中理解機器處理事情的過程
Gain,這次上課講了作業系統的相關知識，讓我受益良多。
Gain,今天聽了一些關於CPU的東西，像是複雜指令集，簡單指令集等，受益良多
Gain,我今天了解到CPU與記憶體進步速度的差距的影響，因為CPU進步的速度快很多，記憶體卻不夠，反而浪費了CPU的速度，所以在指令的簡化就變得重要。此外，電腦架構中，暫存器是CPU的重要控制處理部分，學問相當多。
Gain,我覺得老師上課用心，學生聽得開心，抄筆記抄到沒筆芯，感謝老師的教導，獲益良多
Gain,這週老師上CPU，讓我對它有更深一步的瞭解。還有OP CODE跟位元等。讓我對這些概念有更深的瞭解，謝謝老師。
Gain,收穫良多
Gain,這次上課的內容介紹了整個從硬體到軟體的介面，和其運作的方式，這部分老師用了很多例子來解釋，讓我很清楚了解整個概念。
Gain,這週上了與 網路相關的課程，教授了關於一些協定和古老的連接方式，還有各階層的功能和彼此是如何運作的，感覺學了許多，希望期中考不會太難~
Gain,這次的上課讓我更加地了解到電腦主機板組成的架構以及蘋果的核心架構，之後更了解了跟資料通訊相關的課程，像是網路的使用， 資料的傳出，以及訊號的交換，到最後還有幾個layer的意涵都讓我有更深程度的了解
Gain,老師今天交了有關網路架構。例如頻寬有無線和有線。有線的有：dail-up、broadband等等，無線的有：WLAN、WWAN、MAN、LAN、PAN等等。以及網路的網絡，像是Local ISP >> Regional ISP >> National ISP >> International ISP等等。還教了通訊協定，以及協定裏分層：Physic layer、Data Link Layer、NetWork Layer、Transfer Layer、Appication Layer等等。我覺得上完後，對於網路的架構以及如何運作有了更多了解，謝謝老師！
Gain,今天上課講到了網路的概念和流程。使我受益良多
Gain,這週主要是在上有關網路的東西。對於平時沒有在關心家裡用甚麼網路的我來說真是收穫良多。今天也知道原來各國對於網際網路也有共同訂規範。感覺好新奇唷哈哈哈!下周段考住我考試順利!!!
Gain,今天老師有講到頻寬，我滿好奇的因為我之前我們家網路有問題好像也是頻寬的關西，今天學到滿多東西的，而糗比較接近我們的生活
Gain,這週教完了期中考的進度後還有一點時間，老師也把課程內容多講了一點，感覺滿有收穫的，雖然有些東西沒有記起來，但以後再來看應該也會有點印象，可以幫助理解。
Gain,了解了更多有關物聯網和網際網路的概念，也終於了解NAS等，覺得有用。
Gain,老師講的很仔細讓我學到很多
Gain,老師讓我更了解網路這塊地內容
Gain,今天學到寬頻的種類，大致上分為有線跟無線，種類也不勝枚舉，從XDSL，Cable，Ethernet的有線網路一直到3G，4G。的無線網路，一直到後來的輸出路線，防火牆，網路協定等等，今天上課真的是使我受益良多。
Gain,今天對網際網路有深入的了解 ， 傳輸的步驟流程 ， 封包道傳送 ， 還有網路協議也是促成網路發展形成的要素之一
Gain,我覺得很棒，學到好多東西，希望以後能說多一點網路的東西
Gain,這禮拜教到了network，教到了很多我們平常常常用，但確不知道它的背後意義，總之收穫很多
Gain,這周有同學介紹了主機板的構造，以及與網路相關的課程，使我受益良多。
Gain,在這兩天的課程中，老師講了非常多從70年代到現在資訊的變化，也說明了未來可能的發展，讓我學習到更多資訊相關的知識，希望下禮拜的期中考順利，
Gain,這星期上課有兩位同學被叫到台上，一個是介紹電腦主機板，另一位是說i8的規格，雖然介紹手機規格的那位同學有一點說錯，但我覺得整體是不錯的，而且這是我第一次直接碰觸到主機板，覺得這次收穫很大，快期中考了，要好好地讀書惹
Gain,我覺得老師最近上的東西使我受益良多，不管是病毒對世界的侵擾，資訊世界越來越方便之餘，我們也要注意在網路安全防禦已經很完備的今天，是否其實牆高一尺，魔高一丈呢
Gain,介紹了網路的架構，以及運作模式，也介紹了各個開發工具如html，smtp等，講解目前的科技趨勢以及歷史，收穫不少。
Gain,謝謝老師上課的用心，獲益良多，希望我以後能在中小企業找到立足點，希望老師下次考試別太難，感恩
Gain,教授要我們些code，從做中學。雖然說感覺應該會有很大難度，但是是個好挑戰。至少，對我而言那是看書的動力。老實說單純看課本真沒什麼幹勁。另外這次上課講的金鑰、加密，以及做程式的未來。感覺收益良多。
Gain,我覺得非常棒我學到了很多東西可以學以致用讓我對未來充滿的光明謝謝教授
Gain,今天提到的資訊安全相關議題，如病毒及加密等，都是相當實用的內容，關於公鑰、私鑰及對稱、非對稱式加密，在不同的地方及使用的方式都有不同的效果，收穫頗多。
Gain,老師上的課讓我受益良多，謝謝老師總是提供這麼先進的資訊給我們，讓我們能夠與世界接軌
Gain,這次的上課我完全體會到什麼叫做程式語言，程式語言分開來了那麼多種，這讓我想到原來語言其實只要知道一種就可以以此類推無限延伸，賴教授讓我體悟到很多，知道了怎麼用那麼多程式語言以及如何學習當一個真正的資工人
Gain,這週老師上了幾個高階程式語言的介紹，以及組合語言為何較少被使用的原因，收穫良多
Gain,老師上課讓我獲益良多，各種高階語言的差異，還要不要去台北做服務業，我印象深刻，感恩
Gain,這次老師有講到一個東西，我覺得是一個平常教科書中不會教的很重要的一點，就是軟體工程師在社會上遇到的情況。這種東西都是要靠前人的經驗或是自己遇到了才會學到，有幸老師願意分享他的個人經驗，讓我知道台灣政府官員真的是很欠嘴又垃圾的廢物，好吧也不是這麼爛啦，總之就是只要一有機會就去A錢這樣，壓榨一些底下的員工人民，當然其中也包刮我們資工的同僚。老師也分享了我們要怎麼保護好我們自身的權益，這點真的令我受益良多。
Gain,今天學到了很多程式語言的差異，感覺學到了很多東西，謝謝老師。
Gain,講解非常清楚，讓我了解了各語言之間的差別與發展的歷程。
Gain,這兩天在說程式語言的差別，讓我更了解各個語言的應用。
Gain,上完這週的課，我對每個高階程式間的差異有更多的了解，每個程式都是大同小異的，只是語法不太一樣而已。也瞭解了很多外面公司一個程式計畫是怎麼運作的，從人機界面、演算法設計、coding、debug、測試。這樣一層一層的工作都是需要很多的人來完成的。
Gain,這次學到的真的很多，感謝老師的教導。
Gain,這次的課程學到了高階程式語言的重要性，由於CPU指令不斷的更新與發展，組合語言也會不斷的變動，而高階語言則都可以通用，而且也更加貼近自然語言，增加寫程式的方便性。這次也提到了Ada、C++、C#、Jaca、Python等五種語言的各種差異，而基本上只要有虛擬碼，要用高階語言寫出程式便不會是太大的問題。然後也有講到軟體工程的一些步驟以及一些業界的事情，也提到了寫文件的重要性，使我獲益良多。
Gain,又過了一週了呢，最近我上課比較不會打瞌睡了，老師又教了很多我不知道的東西，我又學了很多新知識了
Gain,講到了各種程式語言的差異，感覺蠻貼近平常學的，讓我印象蠻深刻的
Gain,這堂課讓我知道了一個新的程式語言，也就是fortran，雖然這是一個很早期的程式語言，不過現在還是有些地方會用到，這讓我很驚訝，因為我認為早期的語言應該功能上都比不上現在的高階程式語言，應該早就淘汰掉了，所以，這堂課也改變我的認知。
Gain,本週的上課內容，讓我更了解各種程式語言，了解它們的差異性以及一些共通性，了解其實程式語言有些地方很類似，現在學了c++語言，便對其他語言有些概念。
Gain,這周上課的節奏很優，老師講課講得很仔細，講了很多engineer的細節和在業界上的經驗分享給我們知道，雖然沒做過，光聽也沒有具體的概念，但還是知道不少知識 
Gain,今天針對Ada、C++、C#、Java、Python 說明了相同與相異的地方，讓我能夠更了解目前的程式語言趨勢，也能對程式語言有初步的了解
Gain,這一次老師上課上到這段落時，比之前的教課速度較慢且仔細，所以我很容易就瞭解了這次章節的內容，比起以往我更容易抓到要點，也看得懂圖靈機的基本概念。
Gain,這周介紹了電腦史上的一大重要人物，圖靈。在老師介紹之前就有聽說過，關於這位堪稱電腦之父的人的功績了，但從未了解過圖靈機的運作模式，這周上課讓我學習到非常多。
Gain,到學期的一半了，感覺學到好多
Gain,這禮拜教了五個高階語言的差異處及演變，Compiler的整個流程還有圖靈機，老師特別放慢告訴我們其中的細節，讓我們能夠更清楚的了解，聽完老師說真的比較清楚知道整個的走向是如何。
Gain,老師上課講很重要的圖靈機，獲益良多，圖靈機可以屹立不搖，真的很厲害，謝謝
Gain,今天認識了一些沒接觸的程式語言，也了解了大致上他們的差異，收穫蠻多ㄉ
Gain,這禮拜上高階語言讓我獲益良多。尤其老師還把每個語言仔細說明。還跟我們說了html那些東西得由來。還有分享一些有趣的事。謝謝老師。
Gain,最近老師上課上到了一些之前有提到過的東西，感覺之前覺得沒什麼的東西，原來也有這麼多的關聯，在上完之後，感覺收穫很多。
Gain,圖靈機器有更深的了解，教授的故事也讓我有很多收穫
Gain,這次上課學到的很多，瞭解了不少以前不懂的概念。
Gain,這禮拜把更多高階語言的歷史和用法差別，更詳細的說明，就進入到第12章A model of computer，介紹到圖靈機的用法，相比第一章的大致介紹，收穫到了更多
Gain,今天上課教授說了，Turing Machine，說得非常詳細，並且非常希望我們懂他的運作方式，經過教授說明我已經有大略了解，希望在未來能夠更熟悉他的運作
Gain,這次教的turing machine還算聽得懂，不過關於它的應用我還有些不了解，也謝謝老師放慢教學速度，這次的課程收穫蠻多的，期待下次上課。
Gain,這周老師上課的內容是模擬系統，從顧客流量到霧霾預測等等說明了各種模擬器的種類，其中每種模擬器的運作方式與所需數據又各有不同，這周課程內容讓我了解到了模擬器的運作改念，而目前自行寫出對我來說似乎還太早了，希望以後能有機會實做看看。
Gain,教授介紹圖靈模型，收穫良多
Gain,這星期的課程相當充實，讓我覺得學習到很多新的知識，知道了路邊販賣機的運作的方法，慢慢的學到了很多生活周邊機器的運行方法，讓我覺得收益良多。
Gain,下禮拜要考試了，還有許多地方需要好好複習，這次的SMTP功課讓我更了解了資訊概論，希望對下禮拜的考試有幫助。
Gain,今天上課收穫不少，認識了ㄧ些在科技上有所貢獻的偉人，也認識了ㄧ些科技的運作，蠻有意義的～
Gain,講解了雅馬遜、阿里巴巴、zara等電商成功模式與數據隱私，收益良多
Gain,每個禮拜上老師的課我都得到很多知識。之前老師就有提到圖零靈的事，剛好我之前有看過有關圖靈的電影。而且這次剛好有圖靈獎的作業，可以讓我有更深一步的瞭解。謝謝老師。
Gain,收穫良多
Gain,社群網路沒落的，網路商業崛起，網路商業致力於讓生活更有效率更方便，是我們未來的努力方向之一，今天上課得到很多東西
Gain,上完這週的課，對電子商務的部分有更深入的了解，Amazon、阿里巴巴都是在這個物聯網發達的時代中發展的企業，不需要黃金地段的店面，無需租金，這樣的發展使實體店面開始落沒，消費者也只需要在網路上就能購買，使人們受益良多。
Gain,這禮拜開始上應用了，在老師的上課過程中聽到了許多耳熟能詳的企業名字，除了亞馬遜、阿里巴巴，還有Zara，不過其中的Zara我在上課前還真的沒有聽過，可是聽教授的介紹後才得知它是最早的電子商務之一，似乎是被最近幾年的亞馬遜和阿里巴巴的名聲壓過了，畢竟上述兩者真的是太有名了，而且也十分成功，感覺還有很多類似的例子，而且其中還有許多的商機，這次的課程真的學到了許多以前不知道的事情呢。
Gain,非常棒，我學到了好多東西。
Gain,學到很多，感謝教導
Gain,這禮拜上了電子商務，像是Amazon，Alibaba，Zara，這些有名的企業成功的原因，在於他們的數據分析很成功，收穫非常多
Positive,今天的考試自認並沒有妥善的準備，尤其對於演算法的練習實在不足。同時也發現到了建築邏輯的不易，需要多加練習。在質合數判斷+列出合數因數的那題花太多時間了~~~~
Positive,老師上課可以不要中文夾雜英文，沒人聽得懂，聽不懂就考不好，沒了
Positive,這是我進入大學後的第一次考試，除了不適應以外，我覺得我準備的食在不夠充分，考前準備是非常重要的，下次再考試前，我會更努力準備。
Positive,這次考試讓我看出自己的不足，英文是很重要的工具，要是考試題目看不懂，考前的準備就完全沒有用了。這次考試，在與同學討論之後，我發現大部分的題目我都會寫，只是題目看不懂，這次之後要好好學英文。
Positive,第一次參加大學端的考試，與高中有極大的差距，往往都是在a、b、c、d中找尋的答案消失了，換來的是空白的紙張，嘗試寫出自己心中的答案，或許有對有錯，但我認為透過這種方式更加可以檢視自己學習的結果。
Positive,今天是這個學期資訊概論第一次考試，我非常緊張和擔心。為了今天這個考試，我準備了整整一個星期。我查了很多單字和那個字的意思。我覺得讀資概的課本不但能增加本科系的知識之外，還能增強我們的英文能力。經過了今天的考試，我覺得我好像比較能理解考試範圍的內容，也比較知道自己哪裡沒念好，要再讀一遍。希望我的成績不會太爛。
Positive,第一次的資概考試，有點緊張，非常擔心看不懂題目，但是當拿到考卷後，發現其實還是會寫的，只是不是很多題，不會寫的也不空白，盡力把他寫完。然後希望下次自己能再進步。
